t,E,N,Alt,HDOP
1759101987.0,328890.9014419703,4687901.336159709,21.0,1.1
1759101988.0,328890.76410766446,4687901.339512731,21.2,1.1
1759101989.0,328890.6177363603,4687900.972725479,21.0,1.1
1759101990.0,328890.5996623614,4687900.2324449215,20.9,1.1
1759101991.0,328890.5815883648,4687899.492164367,20.8,1.1
1759101992.0,328890.98907289916,4687899.297035159,21.1,1.3
1759101993.0,328890.44425402465,4687899.4955173945,20.8,1.3
1759101994.0,328890.315956695,4687899.869010702,20.8,1.3
1759101995.0,328890.32951221487,4687900.424221119,20.8,1.3
1759101996.0,328889.91750924685,4687900.434280227,20.7,1.3
1759101997.0,328889.3726904867,4687900.632762548,20.5,1.3
1759101998.0,328889.0889847708,4687900.269328375,20.4,1.3
1759101999.0,328889.0935033103,4687900.454398515,20.4,1.3
1759102000.0,328889.35913489014,4687900.0775521295,20.4,1.3
1759102001.0,328889.62024797953,4687899.515635617,20.4,1.3
1759102002.0,328889.876842593,4687898.768648976,20.6,1.3
1759102003.0,328890.26625313325,4687897.833239175,20.7,1.3
1759102004.0,328890.380995004,4687896.904535452,20.7,1.3
1759102005.0,328890.78396120004,4687896.524336101,20.7,1.3
1759102006.0,328890.765887244,4687895.784055548,20.8,1.1
1759102007.0,328889.94188076357,4687895.80417372,20.6,1.3
1759102008.0,328889.38802458334,4687895.632515752,20.6,1.3
1759102009.0,328889.1043186823,4687895.269081576,20.6,1.3
1759102010.0,328888.82513129583,4687895.0907175485,20.7,1.3
1759102011.0,328888.8115756797,4687894.535507135,20.8,1.3
1759102012.0,328888.9353545161,4687893.976943663,20.9,1.3
1759102013.0,328888.5188326191,4687893.8019327065,20.9,1.3
1759102014.0,328888.23060805467,4687893.253428424,20.9,1.3
1759102015.0,328888.62453728676,4687892.503088679,21.2,1.3
1759102016.0,328888.1899410926,4687891.587797186,21.5,1.3
1759102017.0,328887.90623498417,4687891.224363057,21.7,1.3
1759102018.0,328887.8926793118,4687890.669152644,21.8,1.3
1759102019.0,328888.0164581684,4687890.110589161,22.0,1.3
1759102020.0,328888.2911272193,4687890.103883024,22.2,1.3
1759102021.0,328888.4194246605,4687889.730389685,22.4,1.3
1759102022.0,328888.2730530369,4687889.363602476,22.6,1.3
1759102023.0,328888.81335413945,4687888.98004996,22.6,1.3
1759102024.0,328888.80883560906,4687888.794979826,22.6,1.3
1759102025.0,328888.928096052,4687888.0513462275,22.5,1.3
1759102026.0,328889.198246668,4687887.85956999,22.4,1.3
1759102027.0,328889.0518750525,4687887.492782765,22.2,1.3
1759102028.0,328889.0473565305,4687887.30771263,22.2,1.3
1759102029.0,328889.18920963083,4687887.489429717,22.1,1.3
1759102030.0,328889.0518750525,4687887.492782765,22.2,1.3
1759102031.0,328888.7817244295,4687887.684559006,22.4,1.3
1759102032.0,328888.79076148884,4687888.054699282,22.5,1.3
1759102033.0,328888.64438985486,4687887.687912064,22.6,1.3
1759102034.0,328888.5025367456,4687887.5061949855,22.8,1.3
1759102035.0,328888.65342692134,4687888.058052338,22.9,1.1
1759102036.0,328888.51609235606,4687888.061405396,23.0,1.3
1759102037.0,328888.93261457817,4687888.236416361,23.2,1.1
1759102038.0,328889.2208392635,4687888.784920673,23.3,1.1
1759102039.0,328889.35365530057,4687888.596497491,23.5,1.1
1759102040.0,328889.35817381635,4687888.781567628,23.6,1.1
1759102041.0,328889.6418799352,4687889.145001816,23.9,1.1
1759102042.0,328889.7882514915,4687889.511789054,24.1,1.1
1759102043.0,328890.20929209166,4687889.871870229,24.4,1.1
1759102044.0,328890.08099455805,4687890.245363532,24.8,1.1
1759102045.0,328890.2228475771,4687890.42708064,25.2,1.1
1759102046.0,328890.2273660726,4687890.612150775,25.5,1.1
1759102047.0,328890.6393696176,4687890.602091703,25.8,1.1
1759102048.0,328890.9185571257,4687890.780455804,26.0,1.1
1759102049.0,328890.78574109427,4687890.968878957,26.0,1.3
1759102050.0,328890.78122261306,4687890.78380882,26.0,1.3
1759102051.0,328890.9230756034,4687890.965525942,26.1,1.3
1759102052.0,328891.3350791265,4687890.955466909,26.2,1.3
1759102053.0,328891.75160110753,4687891.130478038,26.4,3.9
1759102054.0,328892.17264150793,4687891.4905593265,26.6,1.3
1759102055.0,328892.442792064,4687891.298783216,26.7,1.1
1759102056.0,328893.1294645682,4687891.282018323,27.0,1.1
1759102057.0,328893.5505048871,4687891.642099692,27.2,1.1
1759102058.0,328893.67880256835,4687891.268606458,27.4,1.1
1759102059.0,328894.0772508861,4687890.703337177,27.5,1.1
1759102060.0,328894.205548616,4687890.329843954,27.4,1.1
1759102061.0,328894.06821409846,4687890.333196906,27.3,1.1
1759102062.0,328894.3293279769,4687889.771280597,27.4,1.1
1759102063.0,328894.3293279769,4687889.771280597,27.4,1.1
1759102064.0,328894.0546589179,4687889.777986497,27.5,1.1
1759102065.0,328894.05014052475,4687889.592916361,27.4,1.1
1759102066.0,328894.6085154149,4687889.949644843,27.5,1.1
1759102067.0,328895.0295557276,4687890.309726302,27.4,1.1
1759102068.0,328895.7071916192,4687889.922821394,27.3,1.1
1759102069.0,328895.9683056434,4687889.360905153,27.3,1.1
1759102070.0,328897.0624636207,4687889.149011782,27.4,1.1
1759102071.0,328898.1521033716,4687888.7520484505,27.5,1.1
1759102072.0,328899.10892694513,4687888.543508279,27.7,1.1
1759102073.0,328899.2417432405,4687888.355085293,27.7,1.9
1759102074.0,328899.92389777536,4687888.153250939,27.7,1.1
1759102075.0,328900.33138322306,4687887.9581223065,27.7,1.9
1759102076.0,328900.8807214693,4687887.944711013,28.0,1.1
1759102077.0,328900.74338690675,4687887.948063832,28.1,1.9
1759102078.0,328901.0180560298,4687887.941358197,28.3,1.1
1759102079.0,328901.4255415174,4687887.746229631,28.4,1.9
1759102080.0,328902.24051256,4687887.355972566,28.4,1.9
1759102081.0,328902.77177821327,4687886.602280888,28.4,1.9
1759102082.0,328902.9000764893,4687886.22878784,28.4,1.9
1759102083.0,328902.8910401801,4687885.858647575,28.4,1.9
1759102084.0,328903.4313423034,4687885.475096217,28.3,1.9
1759102085.0,328903.5686769129,4687885.471743452,28.2,1.9
1759102086.0,328903.70149338804,4687885.283320556,28.1,1.9
1759102087.0,328903.838827999,4687885.279967797,28.0,1.9
1759102088.0,328903.9761626121,4687885.276615039,27.9,1.9
1759102089.0,328904.2553499518,4687885.4549796665,27.9,1.9
1759102090.0,328904.67187188496,4687885.629991562,27.8,1.9
1759102091.0,328904.5480916141,4687886.188554707,27.9,1.9
1759102092.0,328905.25735504675,4687887.097141684,27.9,1.9
1759102093.0,328906.4888481668,4687886.881897077,28.0,1.9
1759102094.0,328907.45922628837,4687887.228568458,28.0,1.9
1759102095.0,328907.88026605477,4687887.588650674,27.9,1.9
1759102096.0,328908.1549351815,4687887.581945319,28.0,1.9
1759102097.0,328907.75648557633,4687888.147213756,28.1,1.9
1759102098.0,328908.4250862998,4687887.390169838,28.2,1.9
1759102099.0,328908.5488668467,4687886.83160677,28.2,1.9
1759102100.0,328908.4070142588,4687886.649889304,28.2,1.9
1759102101.0,328908.1323450937,4687886.656594649,28.2,1.9
1759102102.0,328907.9814564482,4687886.104736925,28.2,1.9
1759102103.0,328907.4276000414,4687885.933077525,28.1,1.9
1759102104.0,328907.6977512082,4687885.741302021,28.0,1.9
1759102105.0,328907.2993015223,4687886.30657048,27.9,1.9
1759102106.0,328907.30381956114,4687886.491640614,27.9,1.9
1759102107.0,328907.44115414633,4687886.488287924,28.0,1.8
1759102108.0,328907.44115414633,4687886.488287924,28.1,1.8
1759102109.0,328907.44567218167,4687886.673358058,28.0,1.8
1759102110.0,328907.45922628837,4687887.228568458,27.8,1.8
1759102111.0,328907.19811127457,4687887.79048424,27.7,1.8
1759102112.0,328907.2071473619,4687888.160624511,27.5,1.8
1759102113.0,328907.07884890446,4687888.534117473,27.5,5.4
1759102114.0,328906.8177339771,4687889.096033276,27.4,5.4
1759102115.0,328906.5566190968,4687889.657949087,27.3,5.4
1759102116.0,328905.7506842892,4687890.41834592,27.1,5.4
1759102117.0,328904.9492677656,4687891.363812985,26.9,5.4
1759102118.0,328903.59399542364,4687892.137621063,26.6,5.4
1759102119.0,328902.5359831719,4687893.830074508,26.3,5.4
1759102120.0,328901.8628655295,4687894.402048893,26.3,nan
1759102121.0,328901.1897479949,4687894.974023349,26.3,nan
1759102122.056,328900.52114880114,4687895.731068009,26.2,nan
1759102123.056,328899.8480315049,4687896.303042599,26.2,nan
1759102124.056,328899.31224870693,4687896.871664406,26.2,nan
1759102125.057,328897.1646000646,4687898.961081924,25.9,5.4
1759102126.056,328896.2213330333,4687899.7248328235,25.9,nan
1759102127.0,328895.41088215006,4687900.300160783,25.9,nan
1759102128.057,328894.4676154861,4687901.063911931,25.9,nan
1759102129.057,328893.51983060257,4687901.642593071,25.9,nan
1759102130.057,328892.7138986065,4687902.402991497,25.9,nan
1759102131.057,328891.76611404424,4687902.981672885,25.9,nan
1759102132.057,328890.9601823924,4687903.742071526,25.9,nan
1759102133.057,328890.01691667235,4687904.505823304,25.9,nan
1759102134.057,328889.06913261034,4687905.084505074,25.9,nan
1759102140.0,328890.8047741405,4687903.005143987,28.2,5.8
1759102141.0,328888.64357424167,4687904.539353842,28.9,5.8
1759102142.0,328886.7434878779,4687905.511647753,28.7,5.8
1759102143.0,328886.82208024943,4687903.102382817,28.2,5.8
1759102144.0,328887.7246786561,4687900.67299935,27.9,5.8
1759102145.0,328889.2958754569,4687897.486570185,28.9,5.8
1759102146.0,328891.94767550204,4687893.5330368215,28.9,5.8
1759102147.0,328892.7310163581,4687891.8472876595,29.4,5.8
1759102148.0,328894.18747505685,4687889.58956341,29.5,5.8
1759102149.0,328896.16616304405,4687886.208007028,29.0,5.8
1759102150.0,328898.4195223604,4687882.819745547,28.1,5.8
1759102151.0,328900.27895261685,4687880.181823864,26.8,5.8
1759102152.0,328899.7657596034,4687881.675796248,25.5,5.8
1759102153.0,328899.2525668314,4687883.169768682,24.6,5.9
1759102154.0,328898.3454435145,4687885.4140802855,22.8,5.9
1759102155.0,328899.5588638226,4687884.458553931,22.1,5.9
1759102156.0,328899.2751580663,4687884.095119351,20.6,5.9
1759102157.0,328897.58921029064,4687888.2102495525,19.0,4.7
1759102158.0,328897.3461693127,4687889.512446271,17.3,4.7
1759102159.0,328898.41773591365,4687888.3752024425,17.4,4.7
1759102160.0,328899.0727808849,4687887.0629472,17.1,4.7
1759102161.0,328896.94320234715,4687889.892645219,16.5,4.7
1759102162.0,328895.2120738992,4687892.157074732,15.4,4.7
1759102163.0,328894.9599968055,4687893.089131282,15.9,1.7
1759102164.0,328894.4513244527,4687894.768174286,15.9,1.7
1759102165.0,328894.4558428427,4687894.9532444235,14.5,1.7
1759102166.0,328892.88012466655,4687897.954602197,17.0,1.7
1759102167.0,328891.84018976626,4687900.387337931,17.4,1.7
1759102168.0,328891.3224818483,4687901.696240936,17.5,1.7
1759102169.0,328891.4688531048,4687902.063028206,17.3,4.7
1759102170.0,328890.392771325,4687903.015203072,17.1,4.7
1759102171.0,328888.3779428864,4687904.9162002625,17.0,4.7
1759102172.0,328886.7525250957,4687905.881788034,16.8,4.7
1759102173.0,328885.0033295169,4687907.40593976,16.6,4.7
1759102174.0,328884.7467358004,4687908.152926614,16.7,4.7
1759102175.0,328884.3528079809,4687908.903266633,17.0,4.7
1759102176.0,328883.96339894104,4687909.838676818,17.3,4.7
1759102177.0,328884.78288512735,4687909.633487753,17.2,4.7
1759102178.0,328885.47859314946,4687909.986862341,17.2,4.7
1759102179.0,328886.9757128447,4687909.39476762,17.2,4.7
1759102180.0,328888.7339454156,4687908.240756663,17.2,5.7
1759102181.0,328889.0086137571,4687908.234050532,17.4,5.7
1759102182.0,328888.46831421135,4687908.617603085,17.5,5.7
1759102183.0,328887.3831966937,4687909.19963818,17.7,5.7
1759102184.0,328887.1085283882,4687909.206344376,18.0,5.7
1759102185.0,328886.9757128447,4687909.39476762,18.3,5.7
1759102186.0,328888.8486868045,4687907.312052886,18.4,2.9
1759102187.0,328888.8441682488,4687907.1269827485,18.4,2.9
1759102188.0,328889.1052809893,4687906.565066199,18.7,2.9
1759102189.0,328890.18136202305,4687905.612891107,19.0,2.9
1759102190.0,328890.69906938437,4687904.303987995,18.9,2.9
1759102191.0,328891.35862971266,4687903.176802053,18.8,2.9
1759102192.0,328892.0272271952,4687902.419756463,18.8,2.9
1759102193.0,328893.657164901,4687901.639240103,19.0,2.9
1759102194.0,328895.0079159506,4687900.680359869,19.1,2.9
1759102195.0,328895.94214600907,4687899.5464685215,19.1,2.9
1759102196.0,328897.54497491836,4687897.655532282,18.6,2.9
1759102197.0,328898.2180919005,4687897.083557458,18.4,2.9
1759102198.0,328899.0375799299,4687896.878370117,18.3,2.9
1759102199.0,328900.2555164598,4687896.107913946,18.3,2.9
1759102200.0,328900.51211233926,4687895.360927735,18.3,3.7
1759102201.0,328901.9685726353,4687893.103205141,18.2,2.9
1759102202.0,328902.91635936406,4687892.524525204,18.4,2.9
1759102203.0,328902.90732303774,4687892.154384932,18.3,2.9
1759102204.0,328903.57592284546,4687891.397340521,18.3,2.9
1759102205.0,328904.5056374617,4687890.078380275,18.4,2.9
1759102206.0,328905.1697195519,4687889.136265895,18.4,3.7
1759102207.0,328905.2980178962,4687888.762772893,18.4,3.7
1759102208.0,328905.824765667,4687887.824011316,18.2,2.9
1759102209.0,328906.0949167146,4687887.632235748,18.4,2.9
1759102210.0,328906.08588057006,4687887.262095478,18.6,2.9
1759102211.0,328904.8634237405,4687887.8474804275,18.9,2.9
1759102212.0,328904.18578718486,4687888.23438443,19.5,2.9
1759102213.0,328903.92015433696,4687888.61123021,20.0,2.9
1759102214.0,328904.46045629063,4687888.227678929,20.5,2.9
1759102215.0,328905.2618731405,4687887.282211819,20.9,2.9
1759102216.0,328904.7080167463,4687887.110552632,21.0,2.9
1759102217.0,328904.4288294795,4687886.932187989,21.3,2.9
1759102218.0,328906.02714564523,4687884.856183743,21.4,2.9
1759102219.0,328907.7673154704,4687882.961897345,21.6,2.9
1759102220.0,328907.22249488556,4687883.16037822,21.7,2.9
1759102221.0,328909.09548217227,4687881.077669358,21.7,2.9
1759102222.0,328910.29986873874,4687879.752004671,21.8,2.9
1759102223.0,328911.2386221322,4687878.803185681,21.9,2.9
1759102224.0,328911.3624031077,4687878.24462268,22.1,2.9
1759102225.0,328911.8891525627,4687877.305861621,22.1,2.9
1759102226.0,328911.8846346581,4687877.12079149,22.0,2.9
1759102227.0,328914.02325893997,4687874.661238612,21.8,2.9
1759102228.0,328914.2888928922,4687874.284393254,21.8,1.8
1759102229.0,328915.6351343031,4687873.140447142,21.3,1.8
1759102230.0,328914.5500090466,4687873.722477776,21.2,1.8
1759102231.0,328914.2843750552,4687874.099323124,21.2,1.8
1759102232.0,328912.384276944,4687875.071609695,21.1,1.8
1759102233.0,328911.28559849015,4687875.098430461,20.8,1.8
1759102234.0,328910.86455821083,4687874.738348034,20.6,1.8
1759102235.0,328909.7703976528,4687874.950239168,20.3,1.8
1759102236.0,328909.1017955009,4687875.707282904,20.3,1.8
1759102237.0,328908.5705282773,4687876.460974045,20.3,1.8
1759102238.0,328908.0257071563,4687876.65945484,20.4,1.8
1759102239.0,328907.8883723766,4687876.662807513,20.6,1.8
1759102240.0,328907.6137028215,4687876.669512867,20.9,1.8
1759102241.0,328907.4763680418,4687876.672865547,21.0,1.8
1759102242.0,328907.2107345398,4687877.049711177,21.1,1.8
1759102243.0,328906.67043154105,4687877.433262211,21.2,1.8
1759102244.0,328906.2719814105,4687877.998530713,21.2,1.8
1759102245.0,328905.8690132772,4687878.378729109,21.3,1.8
1759102246.0,328906.0153841476,4687878.745516656,21.5,1.8
1759102247.0,328906.294571682,4687878.923881371,21.7,1.8
1759102248.0,328906.1617550041,4687879.112304211,22.2,1.8
1759102249.0,328906.03797445825,4687879.670867317,22.5,1.8
1759102250.0,328905.77685922885,4687880.232783142,22.8,1.8
1759102251.0,328905.24107464415,4687880.8014044305,23.1,1.8
1759102252.0,328904.97995952395,4687881.363320289,23.2,1.8
1759102253.0,328904.58150977234,4687881.9285889,23.4,1.8
1759102254.0,328904.17854196974,4687882.308787404,23.6,1.8
1759102255.0,328904.0547616604,4687882.867350551,23.7,2.0
