t,E,N,Alt,HDOP
1759944538.0,328079.85523643653,4689328.460774333,5.334,1.5
1759944539.0,328079.75228149607,4689328.475523045,5.346,1.5
1759944540.0,328079.7528307216,4689328.475509566,5.344,1.3
1759944541.0,328079.59376271715,4689328.493487212,5.244,1.3
1759944542.0,328079.4855789355,4689328.519104813,5.202,1.1
1759944543.0,328079.3923989807,4689328.540280189,5.174,1.1
1759944544.0,328079.3191865098,4689328.568928356,5.143,1.2
1759944545.0,328079.2498797686,4689328.588777113,5.119,1.2
1759944546.0,328079.16568380257,4689328.612139375,5.075,1.1
1759944547.0,328079.1034034672,4689328.627186141,5.028,1.3
1759944548.0,328079.0461105511,4689328.64951779,4.985,1.3
1759944549.0,328078.99809649726,4689328.663658891,4.932,1.3
1759944550.0,328078.95050694165,4689328.683900582,4.9,1.3
1759944551.0,328078.9089316358,4689328.702883577,4.871,1.3
1759944552.0,328078.87652304134,4689328.725900795,4.828,1.3
1759944553.0,328078.8252831559,4689328.759750366,4.789,1.0
1759944554.0,328078.7910682643,4689328.798737571,4.746,1.0
1759944555.0,328078.75733342615,4689328.840490727,4.707,2.4
1759944556.0,328078.7246233208,4689328.884811282,4.667,2.4
1759944557.0,328078.68907973554,4689328.931238381,4.617,2.4
1759944558.0,328078.700570874,4689328.890031126,4.569,1.3
1759944559.0,328078.6198121368,4689328.986270781,4.567,1.3
1759944560.0,328078.6060818132,4689329.00901478,4.546,1.4
1759944561.0,328078.5922924398,4689329.029352862,4.523,1.4
1759944562.0,328078.5687431098,4689329.060671033,4.491,2.4
1759944563.0,328078.56059344707,4689329.075685609,4.48,1.5
1759944564.0,328078.5396560867,4689329.090273288,4.468,1.5
1759944565.0,328078.6108564751,4689329.1251919465,4.433,1.3
1759944566.0,328078.59618247754,4689329.17666233,4.367,1.5
1759944567.0,328078.57267855306,4689329.137054648,4.415,1.1
1759944568.0,328078.55423297716,4689329.141210979,4.413,1.1
1759944569.0,328078.6521183967,4689329.166215631,4.382,1.1
1759944570.0,328078.64753172145,4689329.169661474,4.382,1.3
1759944571.0,328078.6499780859,4689329.15737942,4.394,1.3
1759944572.0,328078.69776993117,4689329.156576881,4.388,1.0
1759944573.0,328078.7490014363,4689329.167171215,4.369,1.0
1759944574.0,328078.78582131583,4689329.172748957,4.357,1.0
1759944575.0,328078.8313697861,4689329.175705117,4.348,1.2
1759944576.0,328078.863211335,4689329.174368119,4.346,1.1
1759944577.0,328078.89275150804,4689329.168828415,4.343,1.1
1759944578.0,328078.9208913635,4689329.162211982,4.343,1.1
1759944579.0,328078.9422476356,4689329.159095311,4.334,1.2
1759944580.0,328078.9558591733,4689329.159501987,4.326,1.4
1759944581.0,328078.9716040336,4689329.157263756,4.325,1.4
1759944582.0,328078.9788666189,4689329.162085437,4.322,1.4
1759944583.0,328078.9745182224,4689329.164043973,4.313,1.4
1759944584.0,328078.96599157684,4689329.16369769,4.312,1.4
1759944585.0,328078.95864269393,4689329.155359668,4.315,1.4
1759944586.0,328078.9467172645,4689329.145282145,4.318,1.4
1759944587.0,328078.9273646914,4689329.129275887,4.321,1.4
1759944588.0,328078.8260689626,4689329.082873806,4.311,1.2
1759944589.0,328078.8260689626,4689329.082873806,4.311,1.2
1759944590.0,328078.8260689626,4689329.082873806,4.31,1.2
1759944591.0,328078.8259316542,4689329.082877176,4.31,1.4
1759944592.0,328078.8257898058,4689329.082695474,4.31,1.4
1759944593.0,328078.8257898058,4689329.082695474,4.31,1.4
1759944594.0,328078.72884910763,4689329.023408951,4.34,1.4
1759944595.0,328078.69363602996,4689329.016125134,4.339,1.4
1759944596.0,328078.656028641,4689329.0120481765,4.334,1.4
1759944597.0,328078.62292408006,4689329.012305079,4.328,1.4
1759944598.0,328078.5854222076,4689329.006929257,4.33,1.4
1759944599.0,328078.5535090307,4689328.999749638,4.334,1.2
1759944600.0,328078.5207528031,4689328.997405444,4.338,1.2
1759944601.0,328078.4885730528,4689328.996158194,4.338,1.4
1759944602.0,328078.46912649856,4689328.993116991,4.336,1.4
1759944603.0,328078.44211339636,4689328.995261402,4.333,1.4
1759944604.0,328078.42268501,4689328.99296048,4.332,1.4
1759944605.0,328078.38929674804,4689328.992853983,4.33,1.2
1759944606.0,328078.3631675807,4689328.991828606,4.328,1.2
1759944607.0,328078.3443439745,4689328.986179564,4.323,1.2
1759944608.0,328078.32158738223,4689328.988219513,4.321,1.2
1759944609.0,328078.2986878952,4689328.995633249,4.316,1.2
1759944610.0,328078.27838815347,4689329.002612817,4.309,1.2
1759944611.0,328078.2600798815,4689329.00676578,4.316,1.2
1759944612.0,328078.24231070885,4689329.016090609,4.316,1.2
1759944613.0,328078.22749520116,4689329.017009758,4.325,1.2
1759944614.0,328078.21433192014,4689329.018073538,4.33,1.2
1759944615.0,328078.20135136147,4689329.020984656,4.334,1.2
1759944616.0,328078.1882334985,4689329.0238991445,4.341,1.2
1759944617.0,328078.17696421035,4689329.029360813,4.344,1.2
1759944618.0,328078.16788274643,4689329.034398425,4.35,1.2
1759944619.0,328078.1572444419,4689329.043177885,4.354,1.2
1759944620.0,328078.1512983271,4689329.047212639,4.366,1.2
1759944621.0,328078.13967721025,4689329.049534846,4.376,1.2
1759944622.0,328078.130399394,4689329.052169911,4.385,1.2
1759944623.0,328078.12464613584,4689329.052866653,4.396,1.2
1759944624.0,328078.123263984,4689329.052530209,4.406,1.2
1759944625.0,328078.1163769811,4689329.046217856,4.424,1.2
1759944626.0,328078.1102219342,4689329.041739362,4.438,1.2
1759944627.0,328078.106429398,4689329.032758516,4.453,1.2
1759944628.0,328078.10070443817,4689329.029010195,4.468,1.2
1759944629.0,328078.10096647125,4689329.022892754,4.481,1.2
1759944630.0,328078.0978639668,4689329.019635619,4.497,1.2
1759944631.0,328078.0676983982,4689329.016487119,4.513,1.1
1759944632.0,328078.0525991937,4689329.017042865,4.521,1.2
1759944633.0,328078.0418155453,4689329.019900067,4.536,1.2
1759944634.0,328078.02440833,4689329.027179011,4.545,1.2
1759944635.0,328078.0099991531,4689329.0334584685,4.552,1.2
1759944636.0,328077.9949953329,4689329.037900697,4.562,1.2
1759944637.0,328077.9880698992,4689329.041218758,4.57,1.2
1759944638.0,328077.9766507272,4689329.040573097,4.584,1.2
1759944639.0,328077.9779308626,4689329.047948964,4.588,1.2
1759944640.0,328077.97632755374,4689329.055395595,4.592,1.2
1759944641.0,328077.9892050475,4689329.065079387,4.591,1.4
1759944642.0,328078.03825676604,4689329.082023404,4.579,1.4
1759944643.0,328078.09084666637,4689329.097584311,4.568,1.4
1759944644.0,328078.13788070716,4689329.110689022,4.556,1.4
1759944645.0,328078.1600451007,4689329.118107893,4.548,1.2
1759944646.0,328078.17546329135,4689329.124951602,4.539,1.2
1759944647.0,328078.19594366604,4689329.130930344,4.53,1.2
1759944648.0,328078.2060159756,4689329.138275617,4.524,1.2
1759944649.0,328078.2168803335,4689329.144305172,4.519,1.7
1759944650.0,328078.2283711308,4689329.153467453,4.509,1.7
1759944651.0,328078.23827783763,4689329.165261158,4.498,1.7
1759944652.0,328078.24758989475,4689329.175217636,4.488,1.7
1759944653.0,328078.2555970161,4689329.187983872,4.475,1.7
1759944654.0,328078.2572062657,4689329.197573846,4.468,1.2
1759944655.0,328078.2636485089,4689329.208156302,4.458,1.2
1759944656.0,328078.270049872,4689329.217073121,4.448,1.2
1759944657.0,328078.2727303267,4689329.225525713,4.44,1.2
1759944658.0,328078.2727893726,4689329.227931632,4.439,1.4
1759944659.0,328078.2621339469,4689329.230415322,4.434,1.4
1759944660.0,328078.25608231546,4689329.235748938,4.43,1.4
1759944661.0,328078.24537133926,4689329.241567269,4.425,1.4
1759944662.0,328078.2271357441,4689329.248681359,4.42,1.2
1759944663.0,328078.21610927733,4689329.252840796,4.418,1.2
1759944664.0,328078.2050419303,4689329.255334596,4.418,1.2
1759944665.0,328078.1878003202,4689329.258165104,4.416,1.2
1759944666.0,328078.1698449263,4689329.2599020405,4.416,1.2
1759944667.0,328078.14879052155,4689329.2641223995,4.417,1.2
1759944668.0,328078.13640565926,4689329.263315255,4.42,1.2
1759944669.0,328078.1199934799,4689329.260755131,4.424,1.2
1759944670.0,328078.1090508617,4689329.257134859,4.429,1.2
1759944671.0,328078.09824554983,4689329.253511221,4.433,1.2
1759944672.0,328078.0876966849,4689329.249140559,4.436,1.2
1759944673.0,328078.0796976031,4689329.2422999535,4.442,1.2
1759944674.0,328078.07116291975,4689329.236028039,4.449,1.2
1759944675.0,328078.06257268396,4689329.233090766,4.456,1.2
1759944676.0,328078.0536624155,4689329.228309525,4.466,1.2
1759944677.0,328078.0480202581,4689329.222336986,4.478,1.2
1759944678.0,328078.048236871,4689329.21436884,4.491,1.2
1759944679.0,328078.0506776462,4689329.207457201,4.499,1.2
1759944680.0,328078.0507614969,4689329.199677498,4.508,1.2
1759944681.0,328078.050364248,4689329.194687331,4.517,1.2
1759944682.0,328078.05130827497,4689329.188367971,4.528,1.2
1759944683.0,328078.04742839443,4689329.181426271,4.54,1.2
1759944684.0,328078.0417079767,4689329.177863021,4.55,1.2
1759944685.0,328078.0402622369,4689329.17493559,4.563,1.2
1759944686.0,328078.0366422989,4689329.172987427,4.571,1.2
1759944687.0,328078.0333196836,4689329.171957878,4.577,1.2
1759944688.0,328078.02938879485,4689329.16853589,4.588,1.2
1759944689.0,328078.0265881552,4689329.1663824385,4.593,1.2
1759944690.0,328078.0253478517,4689329.1662276955,4.599,1.2
1759944691.0,328078.0284786586,4689329.1650397675,4.606,1.2
1759944692.0,328078.03257969196,4689329.164198392,4.611,1.2
1759944693.0,328078.03399363987,4689329.165830328,4.616,1.2
1759944694.0,328078.03767821006,4689329.164813992,4.622,1.2
1759944695.0,328078.03575591685,4689329.164861169,4.63,1.2
1759944696.0,328078.03109656984,4689329.165345884,4.639,1.2
1759944697.0,328078.02153959905,4689329.167802615,4.645,1.2
1759944698.0,328078.0234290542,4689329.172015432,4.648,1.2
1759944699.0,328078.0238217589,4689329.176820528,4.65,1.2
1759944700.0,328078.02736239036,4689329.1867334675,4.648,1.2
1759944701.0,328078.032743559,4689329.193267957,4.65,1.2
1759944702.0,328078.0354149301,4689329.201350408,4.645,1.2
1759944703.0,328078.0795707618,4689329.186748444,4.665,1.4
1759944704.0,328078.0795707618,4689329.186748444,4.665,1.4
1759944705.0,328078.0795707618,4689329.186748444,4.666,1.4
1759944706.0,328078.0795707618,4689329.186748444,4.666,1.4
1759944707.0,328078.0795707618,4689329.186748444,4.666,1.4
1759944708.0,328078.0795707618,4689329.186748444,4.666,1.4
1759944709.0,328078.0795707618,4689329.186748444,4.666,1.4
1759944710.0,328078.0795707618,4689329.186748444,4.666,1.4
1759944711.0,328078.07970806817,4689329.186745074,4.666,1.4
1759944712.0,328078.1019255823,4689329.252309812,4.628,1.4
1759944713.0,328078.1044288991,4689329.253544651,4.628,1.4
1759944714.0,328078.10646928445,4689329.258309309,4.623,1.4
1759944715.0,328078.1079241083,4689329.261606884,4.619,1.4
1759944716.0,328078.11292620015,4689329.263891488,4.617,1.4
1759944717.0,328078.11120479705,4689329.266526286,4.612,1.4
1759944718.0,328078.11371719796,4689329.268131264,4.608,1.4
1759944719.0,328078.12130086706,4689329.269241421,4.605,1.4
1759944720.0,328078.1266876259,4689329.270405493,4.602,1.4
1759944721.0,328078.1309441357,4689329.27030103,4.601,1.4
1759944722.0,328078.1318962004,4689329.2699072985,4.598,1.4
1759944723.0,328078.1381340495,4689329.272161579,4.595,1.4
1759944724.0,328078.14349251,4689329.277770714,4.59,1.4
1759944725.0,328078.14349251,4689329.277770714,4.59,0.0
1759944726.0,328078.14349251,4689329.277770714,4.59,0.0
1759944727.0,328078.14349251,4689329.277770714,4.59,0.0
1759944728.0,328078.14349251,4689329.277770714,4.59,0.0
1759944729.0,328078.14349251,4689329.277770714,4.59,0.0
1759944733.0,328078.15397324704,4689329.279365318,4.589,1.9
1759944734.0,328078.14684237505,4689329.279910687,4.588,1.2
1759944735.0,328078.1372172765,4689329.279591362,4.588,1.2
1759944736.0,328078.1273958214,4689329.276869486,4.59,1.1
