t,E,N,Alt,HDOP
1759103141.0,328946.31769998034,4687880.354269471,24.8,1.4
1759103142.0,328946.1758482936,4687880.172551269,24.9,1.4
1759103143.0,328946.1668142866,4687879.802411016,24.9,1.4
1759103144.0,328946.1758482936,4687880.172551269,24.9,1.4
1759103145.0,328945.8966619073,4687879.994184999,24.9,1.4
1759103146.0,328945.9056959293,4687880.364325252,25.0,1.4
1759103147.0,328945.8921448967,4687879.8091148725,25.0,1.4
1759103148.0,328945.61747550673,4687879.81581874,25.1,1.4
1759103149.0,328945.0636196943,4687879.644156379,25.2,1.4
1759103150.0,328945.05458562996,4687879.274016124,25.2,1.4
1759103151.0,328945.3247380193,4687879.082242112,25.3,1.4
1759103152.0,328945.6039244536,4687879.260608358,25.4,1.4
1759103153.0,328945.3337720687,4687879.452382362,25.5,1.4
1759103154.0,328944.64709855616,4687879.4691421045,25.4,1.4
1759103155.0,328945.20547142276,4687879.8258745605,25.4,1.5
1759103156.0,328945.3518401694,4687880.192662871,25.5,1.4
1759103157.0,328945.49369187595,4687880.374381057,25.4,1.5
1759103158.0,328945.3699082724,4687880.932943379,25.4,1.4
1759103159.0,328945.37442529853,4687881.118013506,25.4,1.4
1759103160.0,328945.3789423248,4687881.303083634,25.4,1.4
1759103161.0,328945.795463335,4687881.478097947,25.4,1.4
1759103162.0,328946.34028498316,4687881.279620107,25.4,1.4
1759103163.0,328946.74777198967,4687881.084494222,25.4,1.4
1759103164.0,328946.7522889797,4687881.26956435,25.5,1.4
1759103165.0,328946.477619648,4687881.276268186,25.5,1.4
1759103166.0,328946.61043732124,4687881.0878461385,25.5,1.1
1759103167.0,328946.61043732124,4687881.0878461385,25.7,1.1
1759103168.0,328946.74777198967,4687881.084494222,25.7,1.1
1759103169.0,328946.8851066581,4687881.081142308,25.7,1.1
1759103170.0,328946.88962364447,4687881.266212436,25.6,1.1
1759103171.0,328947.16429297824,4687881.259508618,25.6,1.1
1759103172.0,328947.30162764294,4687881.256156713,25.5,1.1
1759103173.0,328947.15977599914,4687881.074438489,25.4,1.1
1759103174.0,328946.88962364447,4687881.266212436,25.4,1.1
1759103175.0,328946.75680596975,4687881.454634476,25.4,1.1
1759103176.0,328946.7658399504,4687881.824774731,25.5,1.1
1759103177.0,328946.7703569409,4687882.009844859,25.5,1.1
1759103178.0,328946.77487393166,4687882.194914986,25.5,1.1
1759103179.0,328946.7703569409,4687882.009844859,25.5,1.1
1759103180.0,328946.637539285,4687882.198266903,25.6,1.1
1759103181.0,328946.64205627947,4687882.383337031,25.7,1.1
1759103182.0,328946.637539285,4687882.198266903,25.8,1.2
1759103183.0,328946.63302229065,4687882.013196775,25.9,1.2
1759103184.0,328946.63302229065,4687882.013196775,26.0,1.2
1759103185.0,328946.90317460435,4687881.821422817,26.2,1.2
1759103186.0,328946.7658399504,4687881.824774731,26.4,1.2
1759103187.0,328946.3538359866,4687881.834830487,26.4,1.2
1759103188.0,328946.07916667656,4687881.841534338,26.4,1.2
1759103189.0,328945.8090143824,4687882.033308329,26.5,1.2
1759103190.0,328945.52982805634,4687881.854942074,26.6,1.2
1759103191.0,328945.52531103336,4687881.66987195,26.8,1.1
1759103192.0,328945.3834593512,4687881.48815376,26.9,1.1
1759103193.0,328945.5207940104,4687881.48480182,26.9,1.1
1759103194.0,328945.5207940104,4687881.48480182,26.9,1.1
1759103195.0,328945.3834593512,4687881.48815376,26.9,1.1
1759103196.0,328945.10879002436,4687881.49485765,27.0,1.1
1759103197.0,328944.8386377428,4687881.686631679,27.1,1.1
1759103198.0,328944.5639684232,4687881.69333559,27.2,1.1
1759103199.0,328944.2938161633,4687881.885109635,27.2,1.1
1759103200.0,328944.15648150706,4687881.8884616,27.2,1.1
1759103201.0,328944.2938161633,4687881.885109635,27.2,1.1
1759103202.0,328943.8818121987,4687881.895165538,27.2,1.1
1759103203.0,328943.60714288824,4687881.901869486,27.2,1.1
1759103204.0,328943.4652911565,4687881.720151341,27.2,1.1
1759103205.0,328943.6026258143,4687881.716799362,27.3,1.1
1759103206.0,328943.4652911565,4687881.720151341,27.4,1.1
1759103207.0,328943.33247357764,4687881.908573446,27.3,1.1
1759103208.0,328943.19513892126,4687881.9119254295,27.1,1.1
1759103209.0,328943.19513892126,4687881.9119254295,27.0,1.1
1759103210.0,328943.3234394155,4687881.53843319,27.0,1.1
1759103211.0,328943.3189223347,4687881.353363064,27.0,1.1
1759103212.0,328943.5890745935,4687881.161588977,26.9,1.1
1759103213.0,328943.44722284784,4687880.979870828,26.9,1.1
1759103214.0,328943.4517399248,4687881.164940954,27.0,1.1
1759103215.0,328943.4517399248,4687881.164940954,26.9,1.1
1759103216.0,328943.4517399248,4687881.164940954,26.9,1.1
1759103217.0,328943.4607740791,4687881.535081211,26.9,1.1
1759103218.0,328943.3279564965,4687881.723503321,27.1,1.1
1759103219.0,328943.06232135557,4687882.100347545,27.1,1.1
1759103220.0,328942.9340208898,4687882.473839791,27.1,1.1
1759103221.0,328943.07135553315,4687882.470487801,27.1,1.1
1759103222.0,328942.6683858008,4687882.850684031,27.2,1.1
1759103223.0,328942.40275074134,4687883.227528286,27.2,1.2
1759103224.0,328942.41178495693,4687883.5976685425,27.3,1.1
1759103225.0,328942.4208191731,4687883.967808799,27.3,1.1
1759103226.0,328942.5536366851,4687883.77938667,27.3,1.1
1759103227.0,328942.6864542023,4687883.590964545,27.3,1.1
1759103228.0,328942.5446024764,4687883.409246415,27.3,1.1
1759103229.0,328942.2654161124,4687883.230880288,27.3,1.1
1759103230.0,328942.26089900115,4687883.045810159,27.3,1.4
1759103231.0,328942.2654161124,4687883.230880288,27.4,1.5
1759103232.0,328942.2654161124,4687883.230880288,27.4,1.5
1759103233.0,328942.2699332237,4687883.415950417,27.4,1.5
1759103234.0,328941.99526397104,4687883.42265443,27.5,1.5
1759103235.0,328941.8579293436,4687883.426006442,27.5,1.4
1759103236.0,328941.59229435225,4687883.802850726,27.5,1.5
1759103237.0,328941.87148071115,4687883.9812168265,27.6,1.5
1759103238.0,328942.14163282677,4687883.789442678,27.6,1.5
1759103239.0,328942.5446024764,4687883.409246415,27.6,1.5
1759103240.0,328943.0803897113,4687882.840628056,27.6,1.5
1759103241.0,328943.21320726187,4687882.652205941,27.6,1.5
1759103242.0,328943.6161770364,4687882.272009744,27.6,1.5
1759103243.0,328943.8863292655,4687882.0802356675,27.6,1.5
1759103244.0,328943.8818121987,4687881.895165538,27.6,1.5
1759103245.0,328944.0146297899,4687881.706743443,27.6,1.1
1759103246.0,328944.0146297899,4687881.706743443,27.6,1.1
1759103247.0,328944.1519644477,4687881.703391476,27.7,1.1
1759103248.0,328944.42663376534,4687881.696687549,27.7,1.1
1759103249.0,328944.1519644477,4687881.703391476,27.7,1.1
1759103250.0,328944.2802649966,4687881.329899255,27.7,1.1
1759103251.0,328944.4130826099,4687881.141477164,27.6,1.1
1759103252.0,328944.54590023065,4687880.953055078,27.7,1.1
1759103253.0,328944.54590023065,4687880.953055078,27.8,1.1
1759103254.0,328944.4085655584,4687880.956407038,27.8,1.1
1759103255.0,328944.4130826099,4687881.141477164,28.0,1.1
1759103256.0,328944.55041727854,4687881.1381252045,28.1,1.1
1759103257.0,328944.6967860382,4687881.504913503,28.2,1.1
1759103258.0,328944.9669383237,4687881.313139472,28.2,1.1
1759103259.0,328945.23257359816,4687880.936295322,28.3,1.1
1759103260.0,328945.6355435795,4687880.556099247,28.3,1.1
1759103261.0,328946.03851360484,4687880.175903196,28.4,1.1
1759103262.0,328946.29511498124,4687879.428918838,28.4,1.1
1759103263.0,328946.2860809826,4687879.058778587,28.4,1.1
1759103264.0,328946.40534771,4687878.315146158,28.5,1.1
1759103265.0,328946.5381654437,4687878.126724113,28.6,1.1
1759103266.0,328946.39631372027,4687877.945005904,28.5,1.1
1759103267.0,328946.4008307151,4687878.130076031,28.8,1.1
1759103268.0,328946.4008307151,4687878.130076031,28.9,1.1
1759103269.0,328946.39631372027,4687877.945005904,28.9,1.1
1759103270.0,328946.3917967257,4687877.759935777,29.0,1.1
1759103271.0,328946.38276273693,4687877.389795527,29.1,1.1
1759103272.0,328946.6529152342,4687877.1980215665,29.2,1.1
1759103273.0,328946.64388126077,4687876.827881312,29.3,1.2
1759103274.0,328946.63936427434,4687876.642811189,29.5,1.2
1759103275.0,328946.90951680846,4687876.451037237,29.7,1.2
1759103276.0,328947.312487152,4687876.070841271,30.0,1.2
1759103277.0,328947.4543388847,4687876.252559497,30.1,1.2
1759103278.0,328947.3260380561,4687876.62605165,30.2,1.6
1759103279.0,328947.4588558491,4687876.437629623,30.3,1.6
1759103280.0,328947.7380423246,4687876.615995959,30.3,1.6
1759103281.0,328948.021745738,4687876.979432429,30.3,1.6
1759103282.0,328948.3189999538,4687877.898079288,30.4,1.6
1759103283.0,328948.7581057461,4687878.998444414,30.4,1.6
1759103284.0,328949.0508428741,4687879.732021173,30.4,1.6
1759103285.0,328949.343579942,4687880.465597946,30.3,1.6
1759103286.0,328949.2243129584,4687881.20923032,30.1,2.4
1759103287.0,328948.6885251142,4687881.777848184,30.0,2.4
1759103288.0,328948.4274066481,4687882.339762329,29.8,2.4
1759103289.0,328947.3332464751,4687882.551647602,29.7,2.4
1759103290.0,328946.79745888733,4687883.1202656245,29.6,2.4
1759103291.0,328946.2661883964,4687883.873953817,29.5,2.4
1759103292.0,328945.4602488224,4687884.634345932,29.5,2.4
1759103293.0,328945.0572790972,4687885.014542028,29.5,2.4
1759103294.0,328944.1004540117,4687885.223075873,29.5,2.4
1759103295.0,328943.9676364922,4687885.411497972,29.5,2.4
1759103296.0,328943.7065185505,4687885.973412308,29.4,2.4
1759103297.0,328942.607841949,4687886.000228212,29.4,2.4
1759103298.0,328942.06753788854,4687886.383776488,29.4,2.4
1759103299.0,328941.3808650457,4687886.400536569,29.4,2.4
1759103300.0,328940.97789564205,4687886.780732911,29.4,2.4
1759103301.0,328940.4285573994,4687886.794141058,29.3,2.4
1759103302.0,328940.0210708926,4687886.989267322,29.4,2.4
1759103303.0,328940.31380868354,4687887.722843746,29.4,2.4
1759103304.0,328940.86314685363,4687887.709435589,29.4,1.4
1759103305.0,328940.46469472296,4687888.274702094,29.4,1.4
1759103306.0,328939.92890813854,4687888.843320672,29.4,1.4
1759103307.0,328939.13652143325,4687890.15892395,29.4,1.4
1759103308.0,328938.34413503937,4687891.474527328,29.3,1.4
1759103309.0,328937.8128661222,4687892.228216216,29.3,1.4
1759103310.0,328937.40989725996,4687892.608412782,29.3,1.4
1759103311.0,328936.88314580463,4687893.547171877,29.3,1.4
1759103312.0,328936.2235773713,4687894.674353278,29.2,1.4
1759103313.0,328935.28482307226,4687895.623168908,29.1,1.4
1759103314.0,328934.75807214837,4687896.561928184,29.1,1.4
1759103315.0,328934.22680402943,4687897.315617372,29.0,1.4
1759103316.0,328933.81480095466,4687897.325673894,29.0,2.4
1759103317.0,328933.6639145233,4687896.773815675,29.0,2.4
1759103318.0,328933.5220627936,4687896.592097723,29.0,2.4
1759103319.0,328933.37569369003,4687896.22530964,29.0,2.4
1759103320.0,328933.3576242331,4687895.485029111,29.0,2.4
1759103321.0,328934.03977886296,4687895.283198084,29.0,2.4
1759103322.0,328934.4427473882,4687894.903001315,29.0,2.4
1759103323.0,328935.65617052896,4687893.947481289,29.0,2.4
1759103324.0,328936.59040784254,4687892.813595586,29.0,2.4
1759103325.0,328937.40989725996,4687892.608412782,29.0,2.4
1759103326.0,328937.68456615997,4687892.601708577,29.1,2.4
1759103327.0,328938.7787245327,4687892.38982174,29.1,2.4
1759103328.0,328940.01925178734,4687892.544723281,29.1,2.4
1759103329.0,328940.14755187475,4687892.171230965,29.1,2.4
1759103330.0,328940.2758519773,4687891.797738655,29.1,2.4
1759103331.0,328939.8593314017,4687891.622724681,29.1,2.4
1759103332.0,328939.29644193075,4687891.080922534,29.1,2.4
1759103333.0,328939.845779842,4687891.067514289,29.1,2.4
1759103334.0,328940.536969398,4687891.235824173,29.0,1.4
1759103335.0,328941.0863072921,4687891.222416025,28.9,1.4
1759103336.0,328941.2326760679,4687891.5892042555,28.9,1.4
1759103337.0,328941.37452768267,4687891.770922357,28.8,1.4
1759103338.0,328941.65823088656,4687892.134358572,28.8,1.4
1759103339.0,328941.6537137466,4687891.949288441,28.8,2.2
1759103340.0,328941.7865310709,4687891.76086629,28.8,2.2
1759103341.0,328942.17594883475,4687890.825459597,28.8,1.4
1759103342.0,328942.3132833148,4687890.822107588,28.8,1.4
1759103343.0,328942.59246939083,4687891.00047371,28.8,1.4
1759103344.0,328942.59246939083,4687891.00047371,28.8,1.4
1759103345.0,328942.74787231104,4687891.737402228,28.8,2.2
1759103346.0,328943.30172725697,4687891.909064382,28.8,nan
1759103347.0,328943.585430354,4687892.272500673,28.8,2.4
1759103348.056,328944.015502024,4687893.002725255,28.8,2.4
1759103349.0,328943.6125328928,4687893.382921454,28.7,2.4
1759103350.0,328943.2005296031,4687893.392977416,28.7,2.4
1759103351.0,328943.20956380566,4687893.763117678,28.7,nan
1759103352.0,328943.2185980088,4687894.133257941,28.7,nan
1759103353.06,328943.36496661993,4687894.500046211,28.6,nan
1759103354.06,328943.37400081696,4687894.870186474,28.6,nan
1759103355.061,328943.38303501456,4687895.240326735,28.6,nan
1759103356.061,328943.3875521136,4687895.425396867,28.6,nan
1759103357.056,328943.3965863121,4687895.79553713,28.5,nan
1759103358.056,328943.40562051116,4687896.165677393,28.5,nan
1759103359.06,328943.4146547108,4687896.535817656,28.5,nan
1759103360.056,328943.423688911,4687896.905957918,28.5,nan
1759103361.056,328943.4327231118,4687897.276098181,28.5,nan
1759103362.056,328943.43724021246,4687897.461168313,28.4,nan
1759103363.061,328941.4964907048,4687896.767815897,28.4,nan
1759103364.056,328940.4113673242,4687897.349842595,28.2,nan
1759103365.0,328939.8665471018,4687897.5483209435,27.3,3.2
1759103366.0,328941.6383422142,4687896.949534005,26.5,3.2
1759103367.0,328942.8698343531,4687896.734295764,25.4,3.2
1759103368.0,328945.8731222348,4687895.920271892,25.1,3.1
1759103369.0,328948.19877273124,4687895.493149031,24.0,3.1
1759103370.0,328951.3258453901,4687894.120565254,23.1,3.1
1759103371.0,328954.4393688068,4687892.192772524,22.0,3.1
1759103372.0,328958.0931984273,4687889.881434163,21.0,3.1
1759103373.0,328957.5438604673,4687889.894840974,22.4,nan
1759103374.0,328961.5961460586,4687887.018239032,22.3,nan
1759103375.0,328964.16485356685,4687885.288927465,22.5,nan
1759103376.0,328968.89026840805,4687881.840361711,21.1,3.5
1759103377.0,328970.3738512679,4687880.6930748345,20.7,nan
1759103381.0,328980.9459564773,4687874.694496032,22.2,nan
1759103382.0,328982.8415471606,4687873.5371582,22.0,nan
1759103388.0,328965.6086240712,4687893.771989224,25.0,2.4
1759103389.0,328965.71885944356,4687892.658216907,25.2,2.4
1759103390.0,328965.8471608725,4687892.284725102,25.1,nan
1759103391.0,328965.97546231654,4687891.911233303,25.0,nan
1759103392.061,328966.1037637736,4687891.537741505,24.8,nan
1759103393.056,328968.2333685012,4687888.708065286,25.4,2.4
1759103394.056,328968.49448823795,4687888.146151916,25.3,nan
1759103395.0,328968.6182734913,4687887.587590049,25.2,nan
1759103396.061,328968.8793933047,4687887.025676695,25.1,nan
1759103397.061,328969.13599675865,4687886.278693228,25.0,nan
1759103398.056,328969.25978210487,4687885.720131375,25.0,nan
1759103399.061,328969.52090205386,4687885.158218052,24.9,nan
1759103400.061,328969.6446874571,4687884.599656207,24.8,nan
1759103401.056,328969.9058074828,4687884.037742902,24.7,nan
1759103402.056,328970.16692755104,4687883.475829609,24.6,nan
1759103403.061,328970.2907130474,4687882.917267779,24.6,nan
1759103404.056,328970.55183319654,4687882.355354501,24.5,nan
1759103405.056,328970.67561874783,4687881.796792682,24.4,nan
1759103406.056,328970.9367389737,4687881.23487942,24.3,nan
1759103407.056,328971.1978592486,4687880.672966173,24.2,nan
